Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Duration,Profit Margin,Sales Performance Category
74.0,US-2017-134026,2017-04-26,2017-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2.0,0.2,1.2130000591278076,6,0.012500000609313763,Medium
75.0,US-2017-134026,2017-04-26,2017-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1.0,0.2,-18.195999145507812,6,-0.2499999882598897,Medium
76.0,US-2019-118038,2019-12-09,2019-12-11,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.2479999999999998,3.0,0.8,-1.934399962425232,2,-1.549999969892013,Low
77.0,US-2019-118038,2019-12-09,2019-12-11,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3.0,0.6,-5.82480001449585,2,-0.600000001493186,Low
78.0,US-2019-118038,2019-12-09,2019-12-11,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.240000000000002,3.0,0.2,2.7239999771118164,2,0.09999999915975831,Low
79.0,US-2016-147606,2016-11-26,2016-12-01,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070.0,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5.0,0.6,-14.475000381469727,5,-0.7500000197652708,Low
80.0,CA-2018-127208,2018-06-12,2018-06-15,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1.0,0.0,56.20320129394531,3,0.2700000062161093,High
81.0,CA-2018-127208,2018-06-12,2018-06-15,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.740000000000002,3.0,0.0,8.035200119018555,3,0.48000000710983,Low
82.0,CA-2016-139451,2016-10-12,2016-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5.0,0.0,4.171999931335449,4,0.2799999953916409,Low
83.0,CA-2016-139451,2016-10-12,2016-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1.0,0.0,6.203100204467773,4,0.2900000095590357,Low
84.0,CA-2017-149734,2017-09-03,2017-09-08,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707.0,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98400000000004,7.0,0.2,62.807498931884766,5,0.31249999468557077,High
85.0,US-2019-119662,2019-11-13,2019-11-16,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3.0,0.2,-48.954898834228516,3,-0.21249999493970081,High
86.0,CA-2019-140088,2019-05-28,2019-05-30,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203.0,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2.0,0.0,33.215599060058594,2,0.10999999688719896,High
87.0,CA-2019-155558,2019-10-26,2019-11-02,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901.0,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1.0,0.0,6.796599864959717,7,0.33999999324460817,Low
88.0,CA-2019-155558,2019-10-26,2019-11-02,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901.0,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2.0,0.0,2.9567999839782715,7,0.47999999739907,Low
89.0,CA-2018-159695,2018-04-05,2018-04-10,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095.0,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.36800000000002,7.0,0.2,13.857199668884277,5,0.08749999790920057,Medium
